,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author,publication_year
598364,427317-1,Calophyllum teysmannii,Calophyllum teysmannii Miq.,Calophyllaceae,Species,2693516,427317-1,Species,Accepted,Calophyllaceae,,Calophyllum,,teysmannii,,,,Miq.,,"Fl. Ned. Ind., Eerste Bijv.",: 499,(1861),Calophyllum teysmannii,Miq.,2693516,,,,2693187,427317-1,,N,Calophyllum teysmannii,Calophyllum teysmannii Miq.,427317-1,2693516,Calophyllum teysmannii Miq.,Calophyllum teysmannii Miq.,Calophyllum teysmannii Miq.,C.,C. teysmannii,C. teysmannii Miq.,C. teysmannii Miq.,C. teysmannii Miq.,1861
488127,331055-2,Caltha appendiculata,Caltha appendiculata Pers.,Ranunculaceae,Species,2693768,331055-2,Species,Accepted,Ranunculaceae,,Caltha,,appendiculata,,,,Pers.,,Syn. Pl., 2: 107,(1806),Caltha appendiculata,Pers.,2693768,,,,2693762,331055-2,,N,Caltha appendiculata,Caltha appendiculata Pers.,331055-2,2693768,Caltha appendiculata Pers.,Caltha appendiculata Pers.,Caltha appendiculata Pers.,C.,C. appendiculata,C. appendiculata Pers.,C. appendiculata Pers.,C. appendiculata Pers.,1806
427665,566963-1,Calvoa monticola,"Calvoa monticola A.Chev., Hutch. & Dalziel",Melastomataceae,Species,3021990,566963-1,Species,Accepted,Melastomataceae,,Calvoa,,monticola,,,,"A.Chev., Hutch. & Dalziel",,Fl. W. Trop. Afr., 1: 209,(1927),Calvoa monticola,"A.Chev., Hutch. & Dalziel",3021990,,,,3030742,566963-1,,N,Calvoa monticola,"Calvoa monticola A.Chev., Hutch. & Dalziel",566963-1,3021990,"Calvoa monticola A.Chev., Hutch. & Dalziel","Calvoa monticola A.Chev., Hutch. & Dalziel","Calvoa monticola A.Chev., Hutch. & Dalziel",C.,C. monticola,"C. monticola A.Chev., Hutch. & Dalziel","C. monticola A.Chev., Hutch. & Dalziel","C. monticola A.Chev., Hutch. & Dalziel",1927
540354,43038-2,Calycolpus roraimensis,Calycolpus roraimensis Steyerm.,Myrtaceae,Species,32040,43038-2,Species,Accepted,Myrtaceae,,Calycolpus,,roraimensis,,,,Steyerm.,,"Fieldiana, Bot.", 28: 1009,(1957),Calycolpus roraimensis,Steyerm.,32040,,,,32009,43038-2,,Y,Calycolpus roraimensis,Calycolpus roraimensis Steyerm.,43038-2,32040,Calycolpus roraimensis Steyerm.,Calycolpus roraimensis Steyerm.,Calycolpus roraimensis Steyerm.,C.,C. roraimensis,C. roraimensis Steyerm.,C. roraimensis Steyerm.,C. roraimensis Steyerm.,1957
5462,279870-1,Camelina sativa,Camelina sativa (L.) Crantz,Brassicaceae,Species,2694405,279870-1,Species,Accepted,Brassicaceae,,Camelina,,sativa,,,L.,Crantz,,Stirp. Austr. Fasc., 1: 17,(1762),Camelina sativa,(L.) Crantz,2694405,2359026,,,2694356,279870-1,,N,Camelina sativa,Camelina sativa (L.) Crantz,279870-1,2694405,Camelina sativa (L.) Crantz,Camelina sativa L. Crantz,Camelina sativa Crantz,C.,C. sativa,C. sativa (L.) Crantz,C. sativa L. Crantz,C. sativa Crantz,1762
552873,828506-1,Camellia caudata,Camellia caudata Wall.,Theaceae,Species,2694486,828506-1,Species,Accepted,Theaceae,,Camellia,,caudata,,,,Wall.,,Pl. Asiat. Rar., 3: 36,(1832),Camellia caudata,Wall.,2694486,,,,2694433,828506-1,,N,Camellia caudata,Camellia caudata Wall.,828506-1,2694486,Camellia caudata Wall.,Camellia caudata Wall.,Camellia caudata Wall.,C.,C. caudata,C. caudata Wall.,C. caudata Wall.,C. caudata Wall.,1832
555564,927409-1,Camellia sasanqua,Camellia sasanqua Thunb.,Theaceae,Species,2694857,927409-1,Species,Accepted,Theaceae,,Camellia,,sasanqua,,,,Thunb.,J.A.Murray (ed.),"Syst. Veg., ed. 14.",: 632,(1784),Camellia sasanqua,Thunb.,2694857,,,,2694433,927409-1,,N,Camellia sasanqua,Camellia sasanqua Thunb.,927409-1,2694857,Camellia sasanqua Thunb.,Camellia sasanqua Thunb.,Camellia sasanqua Thunb.,C.,C. sasanqua,C. sasanqua Thunb.,C. sasanqua Thunb.,C. sasanqua Thunb.,1784
693021,139863-1,Campanula alata,Campanula alata Desf.,Campanulaceae,Species,363877,139863-1,Species,Accepted,Campanulaceae,,Campanula,,alata,,,,Desf.,,Fl. Atlant., 1: 178,(1798),Campanula alata,Desf.,363877,,,,363841,139863-1,,Y,Campanula alata,Campanula alata Desf.,139863-1,363877,Campanula alata Desf.,Campanula alata Desf.,Campanula alata Desf.,C.,C. alata,C. alata Desf.,C. alata Desf.,C. alata Desf.,1798
696786,139873-1,Campanula alliariifolia,Campanula alliariifolia Willd.,Campanulaceae,Species,363888,139873-1,Species,Accepted,Campanulaceae,,Campanula,,alliariifolia,,,,Willd.,,"Sp. Pl., ed. 4.", 1: 910,(1798),Campanula alliariifolia,Willd.,363888,,,,363841,139873-1,,Y,Campanula alliariifolia,Campanula alliariifolia Willd.,139873-1,363888,Campanula alliariifolia Willd.,Campanula alliariifolia Willd.,Campanula alliariifolia Willd.,C.,C. alliariifolia,C. alliariifolia Willd.,C. alliariifolia Willd.,C. alliariifolia Willd.,1798
692491,324837-2,Campanula barbata,Campanula barbata L.,Campanulaceae,Species,364044,324837-2,Species,Accepted,Campanulaceae,,Campanula,,barbata,,,,L.,,"Syst. Nat., ed. 10.", 2: 927,(1759),Campanula barbata,L.,364044,,,,363841,324837-2,,Y,Campanula barbata,Campanula barbata L.,324837-2,364044,Campanula barbata L.,Campanula barbata L.,Campanula barbata L.,C.,C. barbata,C. barbata L.,C. barbata L.,C. barbata L.,1759
692779,139977-1,Campanula bellidifolia,Campanula bellidifolia Adams,Campanulaceae,Species,364070,139977-1,Species,Accepted,Campanulaceae,,Campanula,,bellidifolia,,,,Adams,,Beitr. Naturk., 1: 47,(1805),Campanula bellidifolia,Adams,364070,,,,363841,139977-1,,Y,Campanula bellidifolia,Campanula bellidifolia Adams,139977-1,364070,Campanula bellidifolia Adams,Campanula bellidifolia Adams,Campanula bellidifolia Adams,C.,C. bellidifolia,C. bellidifolia Adams,C. bellidifolia Adams,C. bellidifolia Adams,1805
692780,139986-1,Campanula betonicifolia,Campanula betonicifolia Sm.,Campanulaceae,Species,364088,139986-1,Species,Accepted,Campanulaceae,,Campanula,,betonicifolia,,,,Sm.,J.Sibthorp & J.E.Smith,Fl. Graec. Prodr., 1: 141,(1806),Campanula betonicifolia,Sm.,364088,,,,363841,139986-1,,Y,Campanula betonicifolia,Campanula betonicifolia Sm.,139986-1,364088,Campanula betonicifolia Sm.,Campanula betonicifolia Sm.,Campanula betonicifolia Sm.,C.,C. betonicifolia,C. betonicifolia Sm.,C. betonicifolia Sm.,C. betonicifolia Sm.,1806
693624,140031-1,Campanula calaminthifolia,Campanula calaminthifolia Lam.,Campanulaceae,Species,364151,140031-1,Species,Accepted,Campanulaceae,,Campanula,,calaminthifolia,,,,Lam.,,Encycl., 1: 585,(1785),Campanula calaminthifolia,Lam.,364151,,,,363841,140031-1,,Y,Campanula calaminthifolia,Campanula calaminthifolia Lam.,140031-1,364151,Campanula calaminthifolia Lam.,Campanula calaminthifolia Lam.,Campanula calaminthifolia Lam.,C.,C. calaminthifolia,C. calaminthifolia Lam.,C. calaminthifolia Lam.,C. calaminthifolia Lam.,1785
692492,140046-1,Campanula cana,Campanula cana Wall.,Campanulaceae,Species,364165,140046-1,Species,Accepted,Campanulaceae,,Campanula,,cana,,,,Wall.,W.Roxburgh,Fl. Ind., 2: 101,(1824),Campanula cana,Wall.,364165,,,,363841,140046-1,,Y,Campanula cana,Campanula cana Wall.,140046-1,364165,Campanula cana Wall.,Campanula cana Wall.,Campanula cana Wall.,C.,C. cana,C. cana Wall.,C. cana Wall.,C. cana Wall.,1824
698312,140110-1,Campanula ciliata,Campanula ciliata Steven,Campanulaceae,Species,364285,140110-1,Species,Accepted,Campanulaceae,,Campanula,,ciliata,,,,Steven,,Mém. Soc. Imp. Naturalistes Moscou, 3: 256,(1812),Campanula ciliata,Steven,364285,,,,363841,140110-1,,Y,Campanula ciliata,Campanula ciliata Steven,140110-1,364285,Campanula ciliata Steven,Campanula ciliata Steven,Campanula ciliata Steven,C.,C. ciliata,C. ciliata Steven,C. ciliata Steven,C. ciliata Steven,1812
697806,140127-1,Campanula cochleariifolia,Campanula cochleariifolia Lam.,Campanulaceae,Species,364305,140127-1,Species,Accepted,Campanulaceae,,Campanula,,cochleariifolia,,,,Lam.,,Encycl., 1: 578,(1785),Campanula cochleariifolia,Lam.,364305,,,,363841,140127-1,,Y,Campanula cochleariifolia,Campanula cochleariifolia Lam.,140127-1,364305,Campanula cochleariifolia Lam.,Campanula cochleariifolia Lam.,Campanula cochleariifolia Lam.,C.,C. cochleariifolia,C. cochleariifolia Lam.,C. cochleariifolia Lam.,C. cochleariifolia Lam.,1785
695690,140170-1,Campanula crispa,Campanula crispa Lam.,Campanulaceae,Species,364438,140170-1,Species,Accepted,Campanulaceae,,Campanula,,crispa,,,,Lam.,,Encycl., 1: 581,(1785),Campanula crispa,Lam.,364438,,,,363841,140170-1,,Y,Campanula crispa,Campanula crispa Lam.,140170-1,364438,Campanula crispa Lam.,Campanula crispa Lam.,Campanula crispa Lam.,C.,C. crispa,C. crispa Lam.,C. crispa Lam.,C. crispa Lam.,1785
691747,140203-1,Campanula delicatula,Campanula delicatula Boiss.,Campanulaceae,Species,364477,140203-1,Species,Accepted,Campanulaceae,,Campanula,,delicatula,,,,Boiss.,,Diagn. Pl. Orient., 11: 67,(1849),Campanula delicatula,Boiss.,364477,,,,363841,140203-1,,Y,Campanula delicatula,Campanula delicatula Boiss.,140203-1,364477,Campanula delicatula Boiss.,Campanula delicatula Boiss.,Campanula delicatula Boiss.,C.,C. delicatula,C. delicatula Boiss.,C. delicatula Boiss.,C. delicatula Boiss.,1849
694381,140230-1,Campanula drabifolia,Campanula drabifolia Sm.,Campanulaceae,Species,364514,140230-1,Species,Accepted,Campanulaceae,,Campanula,,drabifolia,,,,Sm.,J.Sibthorp & J.E.Smith,Fl. Graec. Prodr., 1: 142,(1806),Campanula drabifolia,Sm.,364514,,,,363841,140230-1,,Y,Campanula drabifolia,Campanula drabifolia Sm.,140230-1,364514,Campanula drabifolia Sm.,Campanula drabifolia Sm.,Campanula drabifolia Sm.,C.,C. drabifolia,C. drabifolia Sm.,C. drabifolia Sm.,C. drabifolia Sm.,1806
691997,140247-1,Campanula elatines,Campanula elatines L.,Campanulaceae,Species,364536,140247-1,Species,Accepted,Campanulaceae,,Campanula,,elatines,,,,L.,,"Syst. Nat., ed. 10.", 2: 927,(1759),Campanula elatines,L.,364536,,,,363841,140247-1,,Y,Campanula elatines,Campanula elatines L.,140247-1,364536,Campanula elatines L.,Campanula elatines L.,Campanula elatines L.,C.,C. elatines,C. elatines L.,C. elatines L.,C. elatines L.,1759
691199,140288-1,Campanula expansa,Campanula expansa Rudolph,Campanulaceae,Species,364586,140288-1,Species,Accepted,Campanulaceae,,Campanula,,expansa,,,,Rudolph,,Mém. Acad. Imp. Sci. St. Pétersbourg Hist. Acad., 4: 340,(1809),Campanula expansa,Rudolph,364586,,,,363841,140288-1,,Y,Campanula expansa,Campanula expansa Rudolph,140288-1,364586,Campanula expansa Rudolph,Campanula expansa Rudolph,Campanula expansa Rudolph,C.,C. expansa,C. expansa Rudolph,C. expansa Rudolph,C. expansa Rudolph,1809
695426,140324-1,Campanula foliosa,Campanula foliosa Ten.,Campanulaceae,Species,364640,140324-1,Species,Accepted,Campanulaceae,,Campanula,,foliosa,,,,Ten.,,Fl. Napol., 1(Prodr.): XVI,(1811),Campanula foliosa,Ten.,364640,,,,363841,140324-1,,Y,Campanula foliosa,Campanula foliosa Ten.,140324-1,364640,Campanula foliosa Ten.,Campanula foliosa Ten.,Campanula foliosa Ten.,C.,C. foliosa,C. foliosa Ten.,C. foliosa Ten.,C. foliosa Ten.,1811
693362,140416-1,Campanula herminii,Campanula herminii Hoffmanns. & Link,Campanulaceae,Species,364830,140416-1,Species,Accepted,Campanulaceae,,Campanula,,herminii,,,,Hoffmanns. & Link,,Fl. Portug., 2: 9,(1813),Campanula herminii,Hoffmanns. & Link,364830,,,,363841,140416-1,,Y,Campanula herminii,Campanula herminii Hoffmanns. & Link,140416-1,364830,Campanula herminii Hoffmanns. & Link,Campanula herminii Hoffmanns. & Link,Campanula herminii Hoffmanns. & Link,C.,C. herminii,C. herminii Hoffmanns. & Link,C. herminii Hoffmanns. & Link,C. herminii Hoffmanns. & Link,1813
694382,140424-1,Campanula heterophylla,Campanula heterophylla L.,Campanulaceae,Species,364836,140424-1,Species,Accepted,Campanulaceae,,Campanula,,heterophylla,,,,L.,,Sp. Pl.,: 1231,(1753),Campanula heterophylla,L.,364836,,,,363841,140424-1,,Y,Campanula heterophylla,Campanula heterophylla L.,140424-1,364836,Campanula heterophylla L.,Campanula heterophylla L.,Campanula heterophylla L.,C.,C. heterophylla,C. heterophylla L.,C. heterophylla L.,C. heterophylla L.,1753
691749,140532-1,Campanula laciniata,Campanula laciniata L.,Campanulaceae,Species,364978,140532-1,Species,Accepted,Campanulaceae,,Campanula,,laciniata,,,,L.,,Sp. Pl.,: 165,(1753),Campanula laciniata,L.,364978,,,,363841,140532-1,,Y,Campanula laciniata,Campanula laciniata L.,140532-1,364978,Campanula laciniata L.,Campanula laciniata L.,Campanula laciniata L.,C.,C. laciniata,C. laciniata L.,C. laciniata L.,C. laciniata L.,1753
693634,140597-1,Campanula lingulata,Campanula lingulata Waldst. & Kit.,Campanulaceae,Species,365076,140597-1,Species,Accepted,Campanulaceae,,Campanula,,lingulata,,,,Waldst. & Kit.,,Descr. Icon. Pl. Hung., 1: 65,(1801),Campanula lingulata,Waldst. & Kit.,365076,,,,363841,140597-1,,Y,Campanula lingulata,Campanula lingulata Waldst. & Kit.,140597-1,365076,Campanula lingulata Waldst. & Kit.,Campanula lingulata Waldst. & Kit.,Campanula lingulata Waldst. & Kit.,C.,C. lingulata,C. lingulata Waldst. & Kit.,C. lingulata Waldst. & Kit.,C. lingulata Waldst. & Kit.,1801
698317,140646-1,Campanula macrostachya,Campanula macrostachya Waldst. & Kit. ex Willd.,Campanulaceae,Species,365205,140646-1,Species,Accepted,Campanulaceae,,Campanula,,macrostachya,,,,Waldst. & Kit. ex Willd.,,Enum. Pl. Hort. Berol.,: 213,(1809),Campanula macrostachya,Waldst. & Kit. ex Willd.,365205,,,,363841,140646-1,,Y,Campanula macrostachya,Campanula macrostachya Waldst. & Kit. ex Willd.,140646-1,365205,Campanula macrostachya Waldst. & Kit. ex Willd.,Campanula macrostachya Waldst. & Kit. ex Willd.,Campanula macrostachya Waldst. & Kit. ex Willd.,C.,C. macrostachya,C. macrostachya Waldst. & Kit. ex Willd.,C. macrostachya Waldst. & Kit. ex Willd.,C. macrostachya Waldst. & Kit. ex Willd.,1809
693289,77176966-1,Campanula micrantha,Campanula micrantha Bertol.,Campanulaceae,Species,365260,77176966-1,Species,Accepted,Campanulaceae,,Campanula,,micrantha,,,,Bertol.,,Fl. Ital., 7: 623,(1851),Campanula micrantha,Bertol.,365260,,,,363841,77176966-1,,Y,Campanula micrantha,Campanula micrantha Bertol.,77176966-1,365260,Campanula micrantha Bertol.,Campanula micrantha Bertol.,Campanula micrantha Bertol.,C.,C. micrantha,C. micrantha Bertol.,C. micrantha Bertol.,C. micrantha Bertol.,1851
692421,140833-1,Campanula petraea,Campanula petraea L.,Campanulaceae,Species,365554,140833-1,Species,Accepted,Campanulaceae,,Campanula,,petraea,,,,L.,,"Syst. Nat., ed. 10.", 2: 927,(1759),Campanula petraea,L.,365554,,,,363841,140833-1,,Y,Campanula petraea,Campanula petraea L.,140833-1,365554,Campanula petraea L.,Campanula petraea L.,Campanula petraea L.,C.,C. petraea,C. petraea L.,C. petraea L.,C. petraea L.,1759
697492,140941-1,Campanula ramosissima,Campanula ramosissima Sm.,Campanulaceae,Species,365779,140941-1,Species,Accepted,Campanulaceae,,Campanula,,ramosissima,,,,Sm.,J.Sibthorp & J.E.Smith,Fl. Graec. Prodr., 1: 137,(1806),Campanula ramosissima,Sm.,365779,,,,363841,140941-1,,Y,Campanula ramosissima,Campanula ramosissima Sm.,140941-1,365779,Campanula ramosissima Sm.,Campanula ramosissima Sm.,Campanula ramosissima Sm.,C.,C. ramosissima,C. ramosissima Sm.,C. ramosissima Sm.,C. ramosissima Sm.,1806
691914,140981-1,Campanula rhomboidalis,Campanula rhomboidalis L.,Campanulaceae,Species,365868,140981-1,Species,Accepted,Campanulaceae,,Campanula,,rhomboidalis,,,,L.,,Sp. Pl.,: 165,(1753),Campanula rhomboidalis,L.,365868,,,,363841,140981-1,,Y,Campanula rhomboidalis,Campanula rhomboidalis L.,140981-1,365868,Campanula rhomboidalis L.,Campanula rhomboidalis L.,Campanula rhomboidalis L.,C.,C. rhomboidalis,C. rhomboidalis L.,C. rhomboidalis L.,C. rhomboidalis L.,1753
693292,141017-1,Campanula rupestris,Campanula rupestris Sm.,Campanulaceae,Species,366136,141017-1,Species,Accepted,Campanulaceae,,Campanula,,rupestris,,,,Sm.,J.Sibthorp & J.E.Smith,Fl. Graec. Prodr., 1: 142,(1806),Campanula rupestris,Sm.,366136,,,,363841,141017-1,,Y,Campanula rupestris,Campanula rupestris Sm.,141017-1,366136,Campanula rupestris Sm.,Campanula rupestris Sm.,Campanula rupestris Sm.,C.,C. rupestris,C. rupestris Sm.,C. rupestris Sm.,C. rupestris Sm.,1806
377022,908489-1,Campanula samothracica,Campanula samothracica (Degen) Greuter & Burdet,Campanulaceae,Species,366160,908489-1,Species,Accepted,Campanulaceae,,Campanula,,samothracica,,,Degen,Greuter & Burdet,,Willdenowia, 11: 40,(1981),Campanula samothracica,(Degen) Greuter & Burdet,366160,359672,,,363841,908489-1,,Y,Campanula samothracica,Campanula samothracica (Degen) Greuter & Burdet,908489-1,366160,Campanula samothracica (Degen) Greuter & Burdet,Campanula samothracica Degen Greuter & Burdet,Campanula samothracica Greuter & Burdet,C.,C. samothracica,C. samothracica (Degen) Greuter & Burdet,C. samothracica Degen Greuter & Burdet,C. samothracica Greuter & Burdet,1981
696992,141057-1,Campanula scheuchzeri,Campanula scheuchzeri Vill.,Campanulaceae,Species,366203,141057-1,Species,Accepted,Campanulaceae,,Campanula,,scheuchzeri,,,,Vill.,,Prosp. Hist. Pl. Dauphiné,: 22,(1779),Campanula scheuchzeri,Vill.,366203,,,,363841,141057-1,,Y,Campanula scheuchzeri,Campanula scheuchzeri Vill.,141057-1,366203,Campanula scheuchzeri Vill.,Campanula scheuchzeri Vill.,Campanula scheuchzeri Vill.,C.,C. scheuchzeri,C. scheuchzeri Vill.,C. scheuchzeri Vill.,C. scheuchzeri Vill.,1779
693294,141125-1,Campanula speciosa,Campanula speciosa Pourr.,Campanulaceae,Species,366387,141125-1,Species,Accepted,Campanulaceae,,Campanula,,speciosa,,,,Pourr.,,Mém. Acad. Sci. Toulouse, 3: 309,(1788),Campanula speciosa,Pourr.,366387,,,,363841,141125-1,,Y,Campanula speciosa,Campanula speciosa Pourr.,141125-1,366387,Campanula speciosa Pourr.,Campanula speciosa Pourr.,Campanula speciosa Pourr.,C.,C. speciosa,C. speciosa Pourr.,C. speciosa Pourr.,C. speciosa Pourr.,1788
690885,141131-1,Campanula spicata,Campanula spicata L.,Campanulaceae,Species,366402,141131-1,Species,Accepted,Campanulaceae,,Campanula,,spicata,,,,L.,,Sp. Pl.,: 166,(1753),Campanula spicata,L.,366402,,,,363841,141131-1,,Y,Campanula spicata,Campanula spicata L.,141131-1,366402,Campanula spicata L.,Campanula spicata L.,Campanula spicata L.,C.,C. spicata,C. spicata L.,C. spicata L.,C. spicata L.,1753
694562,141157-1,Campanula stricta,Campanula stricta L.,Campanulaceae,Species,366449,141157-1,Species,Accepted,Campanulaceae,,Campanula,,stricta,,,,L.,,"Sp. Pl., ed. 2.",: 238,(1762),Campanula stricta,L.,366449,,,,363841,141157-1,,Y,Campanula stricta,Campanula stricta L.,141157-1,366449,Campanula stricta L.,Campanula stricta L.,Campanula stricta L.,C.,C. stricta,C. stricta L.,C. stricta L.,C. stricta L.,1762
698486,141163-1,Campanula strigosa,Campanula strigosa Banks & Sol.,Campanulaceae,Species,366456,141163-1,Species,Accepted,Campanulaceae,,Campanula,,strigosa,,,,Banks & Sol.,A.Russell,Aleppo,", ed. 2, 2: 246",(1794),Campanula strigosa,Banks & Sol.,366456,,,,363841,141163-1,,Y,Campanula strigosa,Campanula strigosa Banks & Sol.,141163-1,366456,Campanula strigosa Banks & Sol.,Campanula strigosa Banks & Sol.,Campanula strigosa Banks & Sol.,C.,C. strigosa,C. strigosa Banks & Sol.,C. strigosa Banks & Sol.,C. strigosa Banks & Sol.,1794
694307,141226-1,Campanula tomentosa,Campanula tomentosa Lam.,Campanulaceae,Species,366530,141226-1,Species,Accepted,Campanulaceae,,Campanula,,tomentosa,,,,Lam.,,Encycl., 1: 584,(1785),Campanula tomentosa,Lam.,366530,,,,363841,141226-1,,Y,Campanula tomentosa,Campanula tomentosa Lam.,141226-1,366530,Campanula tomentosa Lam.,Campanula tomentosa Lam.,Campanula tomentosa Lam.,C.,C. tomentosa,C. tomentosa Lam.,C. tomentosa Lam.,C. tomentosa Lam.,1785
694817,141256-1,Campanula tubulosa,Campanula tubulosa Lam.,Campanulaceae,Species,366614,141256-1,Species,Accepted,Campanulaceae,,Campanula,,tubulosa,,,,Lam.,,Encycl., 1: 588,(1785),Campanula tubulosa,Lam.,366614,,,,363841,141256-1,,Y,Campanula tubulosa,Campanula tubulosa Lam.,141256-1,366614,Campanula tubulosa Lam.,Campanula tubulosa Lam.,Campanula tubulosa Lam.,C.,C. tubulosa,C. tubulosa Lam.,C. tubulosa Lam.,C. tubulosa Lam.,1785
376614,127264-1,Canarium album,Canarium album (Lour.) Raeusch. ex DC.,Burseraceae,Species,2695787,127264-1,Species,Accepted,Burseraceae,,Canarium,,album,,,Lour.,Raeusch. ex DC.,,Prodr., 2: 80,(1825),Canarium album,(Lour.) Raeusch. ex DC.,2695787,2412088,,,2695778,127264-1,,N,Canarium album,Canarium album (Lour.) Raeusch. ex DC.,127264-1,2695787,Canarium album (Lour.) Raeusch. ex DC.,Canarium album Lour. Raeusch. ex DC.,Canarium album Raeusch. ex DC.,C.,C. album,C. album (Lour.) Raeusch. ex DC.,C. album Lour. Raeusch. ex DC.,C. album Raeusch. ex DC.,1825
77498,127465-1,Canarium pimela,Canarium pimela K.D.Koenig,Burseraceae,Species,2696026,127465-1,Species,Accepted,Burseraceae,,Canarium,,pimela,,,,K.D.Koenig,,Ann. Bot. (König & Sims), 1: 361,(1805),Canarium pimela,K.D.Koenig,2696026,2412073,Lour.,,2695778,127465-1,,N,Canarium pimela,Canarium pimela K.D.Koenig,127465-1,2696026,Canarium pimela K.D.Koenig,Canarium pimela K.D.Koenig,Canarium pimela K.D.Koenig,C.,C. pimela,C. pimela K.D.Koenig,C. pimela K.D.Koenig,C. pimela K.D.Koenig,1805
442252,146049-1,Canna flaccida,Canna flaccida Salisb.,Cannaceae,Species,223885,146049-1,Species,Accepted,Cannaceae,,Canna,,flaccida,,,,Salisb.,,Icon. Stirp. Rar.,: 3,(1791),Canna flaccida,Salisb.,223885,,,,223835,146049-1,,Y,Canna flaccida,Canna flaccida Salisb.,146049-1,223885,Canna flaccida Salisb.,Canna flaccida Salisb.,Canna flaccida Salisb.,C.,C. flaccida,C. flaccida Salisb.,C. flaccida Salisb.,C. flaccida Salisb.,1791
447572,796025-1,Canna iridiflora,Canna iridiflora Ruiz & Pav.,Cannaceae,Species,223921,796025-1,Species,Accepted,Cannaceae,,Canna,,iridiflora,,,,Ruiz & Pav.,,Fl. Peruv., 1: 1,(1798),Canna iridiflora,Ruiz & Pav.,223921,,,,223835,796025-1,,Y,Canna iridiflora,Canna iridiflora Ruiz & Pav.,796025-1,223921,Canna iridiflora Ruiz & Pav.,Canna iridiflora Ruiz & Pav.,Canna iridiflora Ruiz & Pav.,C.,C. iridiflora,C. iridiflora Ruiz & Pav.,C. iridiflora Ruiz & Pav.,C. iridiflora Ruiz & Pav.,1798
626419,927839-1,Canthium cordatum,Canthium cordatum Dillwyn,Rubiaceae,Species,33537,927839-1,Species,Accepted,Rubiaceae,,Canthium,,cordatum,,,,Dillwyn,,Rev. Hortus Malab.,: 32,(1839),Canthium cordatum,Dillwyn,33537,,,,33442,927839-1,,Y,Canthium cordatum,Canthium cordatum Dillwyn,927839-1,33537,Canthium cordatum Dillwyn,Canthium cordatum Dillwyn,Canthium cordatum Dillwyn,C.,C. cordatum,C. cordatum Dillwyn,C. cordatum Dillwyn,C. cordatum Dillwyn,1839
